Date,Open,High,Low,Close,index
2022-01-05,4787.990234375,4797.7001953125,4699.43994140625,4700.580078125,-1
2022-01-12,4728.58984375,4748.830078125,4706.7099609375,4726.35009765625,-1
2022-01-19,4588.02978515625,4611.5498046875,4530.2001953125,4532.759765625,-1
2022-01-26,4408.43017578125,4453.22998046875,4304.7998046875,4349.93017578125,-1
2022-02-02,4566.39013671875,4595.31005859375,4544.31982421875,4589.3798828125,-1
2022-02-09,4547.0,4590.02978515625,4547.0,4587.18017578125,-1
2022-02-16,4455.75,4489.5498046875,4429.68017578125,4475.009765625,1
2022-02-23,4324.93017578125,4341.509765625,4221.509765625,4225.5,1
2022-03-02,4322.56005859375,4401.47998046875,4322.56005859375,4386.5400390625,1
2022-03-09,4223.10009765625,4299.39990234375,4223.10009765625,4277.8798828125,-1
2022-03-16,4288.14013671875,4358.89990234375,4251.990234375,4357.85986328125,-1
2022-03-23,4493.10009765625,4501.06982421875,4455.81005859375,4456.240234375,-1
2022-03-30,4624.2001953125,4627.77001953125,4581.31982421875,4602.4501953125,-1
2022-04-06,4494.169921875,4503.93994140625,4450.0400390625,4481.14990234375,-1
2022-04-13,4394.2998046875,4453.919921875,4392.7001953125,4446.58984375,1
2022-04-20,4472.259765625,4488.2900390625,4448.759765625,4459.4501953125,1
2022-04-27,4186.52001953125,4240.7099609375,4162.89990234375,4183.9599609375,-1
2022-05-04,4181.18017578125,4307.66015625,4148.91015625,4300.169921875,-1
2022-05-11,3990.080078125,4049.090087890625,3928.820068359375,3935.179931640625,-1
2022-05-18,4051.97998046875,4051.97998046875,3911.909912109375,3923.679931640625,1
2022-05-25,3929.590087890625,3999.330078125,3925.030029296875,3978.72998046875,-1
2022-06-01,4149.77978515625,4166.5400390625,4073.85009765625,4101.22998046875,1
2022-06-08,4147.1201171875,4160.14013671875,4107.2001953125,4115.77001953125,-1
2022-06-15,3764.050048828125,3837.56005859375,3722.300048828125,3789.989990234375,-1
2022-06-22,3733.889892578125,3801.7900390625,3717.68994140625,3759.889892578125,-1
2022-06-29,3825.090087890625,3836.5,3799.02001953125,3818.830078125,-1
2022-07-06,3831.97998046875,3870.909912109375,3809.3701171875,3845.080078125,-1
2022-07-13,3779.669921875,3829.43994140625,3759.070068359375,3801.780029296875,1
2022-07-20,3935.320068359375,3974.1298828125,3922.030029296875,3959.89990234375,1
2022-07-27,3951.429931640625,4039.56005859375,3951.429931640625,4023.610107421875,-1
2022-08-03,4107.9599609375,4167.66015625,4107.9599609375,4155.169921875,-1
2022-08-10,4181.02001953125,4211.02978515625,4177.259765625,4210.240234375,-1
2022-08-17,4280.39990234375,4302.18017578125,4253.080078125,4274.0400390625,-1
2022-08-24,4126.5498046875,4156.56005859375,4119.97021484375,4140.77001953125,1
2022-08-31,4000.669921875,4015.3701171875,3954.530029296875,3955.0,1
2022-09-07,3909.429931640625,3987.889892578125,3906.030029296875,3979.8701171875,-1
2022-09-14,3940.72998046875,3961.93994140625,3912.179931640625,3946.010009765625,1
2022-09-21,3871.39990234375,3907.070068359375,3789.489990234375,3789.929931640625,1
2022-09-28,3651.93994140625,3736.739990234375,3640.610107421875,3719.0400390625,1
2022-10-05,3753.25,3806.909912109375,3722.659912109375,3783.280029296875,1
2022-10-12,3590.830078125,3608.340087890625,3573.860107421875,3577.030029296875,1
2022-10-19,3703.110107421875,3728.580078125,3666.510009765625,3695.159912109375,1
2022-10-26,3825.969970703125,3886.14990234375,3824.070068359375,3830.60009765625,1
2022-11-02,3852.89990234375,3894.43994140625,3758.679931640625,3759.68994140625,1
2022-11-09,3810.93994140625,3818.199951171875,3744.219970703125,3748.570068359375,1
2022-11-16,3976.820068359375,3983.090087890625,3954.340087890625,3958.7900390625,-1
2022-11-23,4000.300048828125,4033.780029296875,3998.659912109375,4027.260009765625,-1
2022-11-30,3957.179931640625,4080.110107421875,3938.580078125,4080.110107421875,-1
2022-12-07,3933.280029296875,3957.570068359375,3922.679931640625,3933.919921875,-1
2022-12-14,4015.5400390625,4053.760009765625,3965.64990234375,3995.320068359375,1
2022-12-21,3839.489990234375,3889.820068359375,3839.489990234375,3878.43994140625,-1
2022-12-28,3829.56005859375,3848.320068359375,3780.780029296875,3783.219970703125,1
2023-01-04,3840.360107421875,3873.159912109375,3815.77001953125,3852.969970703125,1
2023-01-11,3932.35009765625,3970.070068359375,3928.5400390625,3969.610107421875,-1
2023-01-18,4002.25,4014.159912109375,3926.590087890625,3928.860107421875,-1
2023-01-25,3982.7099609375,4019.550048828125,3949.06005859375,4016.219970703125,1
2023-02-01,4070.070068359375,4148.9501953125,4037.199951171875,4119.2099609375,1
2023-02-08,4153.47021484375,4156.85009765625,4111.669921875,4117.85986328125,-1
2023-02-15,4119.5,4148.10986328125,4103.97998046875,4147.60009765625,1
2023-02-22,4001.830078125,4017.3701171875,3976.89990234375,3991.050048828125,1
2023-03-08,3987.550048828125,4000.409912109375,3969.760009765625,3992.010009765625,1
2023-03-15,3876.739990234375,3894.260009765625,3838.239990234375,3891.929931640625,-1
2023-03-22,4002.0400390625,4039.489990234375,3936.169921875,3936.969970703125,1
2023-03-29,3999.530029296875,4030.590087890625,3999.530029296875,4027.81005859375,-1
2023-04-05,4094.5,4099.68994140625,4072.56005859375,4090.3798828125,1
2023-04-12,4121.72021484375,4134.3701171875,4086.93994140625,4091.949951171875,1
2023-04-19,4139.330078125,4162.56982421875,4134.490234375,4154.52001953125,1
2023-04-26,4087.780029296875,4089.669921875,4049.35009765625,4055.989990234375,1
2023-05-03,4122.25,4148.2998046875,4088.860107421875,4090.75,1
2023-05-10,4143.740234375,4154.27978515625,4098.919921875,4137.64013671875,1
2023-05-17,4122.85009765625,4164.669921875,4113.6201171875,4158.77001953125,1
2023-05-24,4132.9599609375,4132.9599609375,4103.97998046875,4115.240234375,-1
2023-05-31,4190.740234375,4195.43994140625,4166.14990234375,4179.830078125,1
2023-06-07,4285.47021484375,4299.18994140625,4263.9599609375,4267.52001953125,1
2023-06-14,4366.2900390625,4391.81982421875,4337.85009765625,4372.58984375,-1
2023-06-21,4380.009765625,4386.22021484375,4360.14013671875,4365.68994140625,1
2023-06-28,4367.47998046875,4390.35009765625,4360.22021484375,4376.85986328125,1
2023-07-05,4442.0400390625,4454.06005859375,4436.60986328125,4446.81982421875,-1
2023-07-12,4467.68994140625,4488.33984375,4463.22998046875,4472.16015625,-1
2023-07-19,4563.8701171875,4578.43017578125,4557.47998046875,4565.72021484375,-1
2023-07-26,4558.9599609375,4582.47021484375,4547.580078125,4566.75,-1
2023-08-02,4550.93017578125,4550.93017578125,4505.75,4513.39013671875,1
2023-08-09,4501.56982421875,4502.43994140625,4461.330078125,4467.7099609375,1
2023-08-16,4433.7900390625,4449.9501953125,4403.5498046875,4404.330078125,1
2023-08-23,4396.43994140625,4443.18017578125,4396.43994140625,4436.009765625,1
2023-08-30,4500.33984375,4521.64990234375,4493.58984375,4514.8701171875,-1
2023-09-06,4490.35009765625,4490.35009765625,4442.3798828125,4465.47998046875,1
2023-09-07,4434.5498046875,4457.81005859375,4430.4599609375,4451.14013671875,1
2023-09-13,4462.64990234375,4479.39013671875,4453.52001953125,4467.43994140625,1
2023-09-20,4452.81005859375,4461.02978515625,4401.3798828125,4402.2001953125,1
2023-09-27,4282.6298828125,4292.06982421875,4238.6298828125,4274.509765625,1
2023-10-04,4233.830078125,4268.5,4220.47998046875,4263.75,1
2023-10-11,4366.58984375,4378.64013671875,4345.33984375,4376.9501953125,-1
2023-10-18,4357.35009765625,4364.2001953125,4303.83984375,4314.60009765625,1
2023-10-25,4232.419921875,4232.419921875,4181.419921875,4186.77001953125,1
2023-11-01,4201.27001953125,4245.64013671875,4197.740234375,4237.85986328125,1
2023-11-08,4384.3701171875,4391.2001953125,4359.759765625,4382.77978515625,1
2023-11-15,4505.2998046875,4521.169921875,4495.31005859375,4502.8798828125,-1
2023-11-22,4553.0400390625,4568.43017578125,4545.0498046875,4556.6201171875,-1
2023-11-29,4571.83984375,4587.64013671875,4547.14990234375,4550.580078125,-1
2023-12-06,4586.22998046875,4590.740234375,4546.5,4549.33984375,-1
2023-12-13,4646.2001953125,4709.68994140625,4643.22998046875,4707.08984375,-1
2023-12-20,4764.72998046875,4778.009765625,4697.81982421875,4698.35009765625,-1
2023-12-27,4773.4501953125,4785.39013671875,4768.89990234375,4781.580078125,-1
2024-01-03,4725.06982421875,4729.2900390625,4699.7099609375,4704.81005859375,1
2024-01-10,4759.93994140625,4790.7998046875,4756.2001953125,4783.4501953125,-1
